x y
1409.390832558294 500.34477418752954
1393.190323180711 481.0508687408974
1498.2949601363582 1083.482217649333
1010.4355394166129 1403.3048142200712
1509.723689282326 1089.2540079588562
1409.8016888850009 497.5010029823755
807.5162385264359 387.5786527223692
604.0127563343021 298.44861632475556
1297.4400662242597 1012.4973568458023
310.7713471630238 594.5050001318831
93.08873448593695 1508.429225063431
1290.8614295553637 988.52446640802
392.7653055406773 197.58421546550494
300.7224667241209 602.3333004589646
593.9961860178374 305.98346874434833
1492.1845897207525 1113.5912752813604
305.7899105932725 626.5153578807426
788.1983608651828 391.5232347167115
1508.63899369883 1103.6447052678952
1494.0511345322561 1104.9351254651358
404.0657532395793 197.7483111613554
594.0247613999537 298.7692214073717
784.1224836984072 404.1828062321853
805.1117225471854 408.3315454196685
1400.9807074141338 495.4266997643629
1393.677408579016 502.1534886657858
1409.8897215315487 499.8236122595481
400.0406700050883 190.8589329125717
598.0723028161555 289.5669681612419
1303.880992035476 1002.7674487881499
810.0397206064599 404.615115805093
1001.5230241838218 1367.5631062997975
1511.9892300468523 1113.748867002227
312.75893738760357 592.2523770306192
1304.9365890490615 993.6275677981588
1286.7006706615791 1007.4906691080054
1508.2767837146823 1102.9493300789095
1303.0719990003834 985.7859613778924
93.74323005557393 1495.2803324288693
302.1464478233871 600.1254608241237
105.36890122481222 1497.144676320937
390.79096939442877 202.59064672589176
85.63421654812093 1494.40963693058
396.86346642540497 208.80454905745816
1307.1740987861242 1008.5619284444033
994.5955547781855 1400.0579761175823
996.1016532372762 1395.4940173159418
994.728056081502 1390.3767784896927
390.47422918421165 189.3323669697747
600.1240142456168 287.5672124312835
1394.2507042286145 489.30297429569436
1496.0939508768352 1111.25835780135
1475.4933351018465 1093.9014743905245
100.4494265860573 1502.594440410066
1293.241030915318 1012.3874287499998
799.8055852545958 405.4277726982386
1504.6442440667029 1096.3484437958543
585.3764654865789 293.9924883017832
290.75670742363786 597.7339212442943
398.08216451815 204.4326808857363
415.976209637643 194.61921440593406
601.5596645892844 299.50120057891417
596.178603858862 308.9092392245717
1284.942750905284 1003.2916090221302
1387.9644204385465 496.1038525924785
1007.5740638381471 1384.6224029463783
1294.2867852382046 992.2248025699045
408.54423656246666 201.23081171207718
795.1938195492947 411.5035264073518
101.19724300470192 1482.6257007859456
611.9901848399662 300.21567400400846
94.60510437847365 1499.2193265309686
997.9447128436314 1380.5979830134672
301.08379356269995 593.3756221220833
1012.0329690625131 1395.6195371233725
92.88031164337501 1507.9897489185144
988.9697929938654 1398.98080903296
1399.3842698512715 489.12672753942604
1003.714110844608 1385.0047927711873
102.96770065133916 1501.8308635198075
299.0692183358446 599.8203128264875
1395.4319301916864 483.7885041697291
108.57885679369824 1499.7964065861784
299.83688522054007 591.8235292137114
785.2774435381073 396.35640993575873
303.56654487766224 606.184640481853
591.898455897215 315.701387563675
799.4677094641005 385.60231273869823
793.1847054014166 386.4256880300743
391.85196822356494 204.99183479968428
