x y
904.9394327750435 515.3624584765383
792.6577457020961 201.1059244674381
1501.6957976748265 1100.9642127199438
894.0588273896121 515.8867398840497
1100.3948526602012 1505.0035371210038
601.2500122925094 292.5823955740086
98.48741930618132 694.8485071249263
1103.9106012645102 1509.9472570164967
903.3242370642464 490.9302169432217
888.9525446481741 496.7040544781969
794.6385103659771 221.32696215338035
1306.2018571700905 1201.8153426000863
1001.4982720690721 789.0894826802746
883.6693529058441 496.881364843236
1101.1131101994579 1509.3267963685191
1501.38287361155 1107.1476244261028
1310.144311853146 1202.9844344251887
993.7549058741747 808.1036410654452
392.0591679912686 598.9323083218039
94.68746315634468 709.1083711857476
1281.20350073763 1202.3486426319728
702.2474305968651 1300.9579726574698
1094.8926593329456 1486.7987147390857
894.7238768816785 509.280502221305
1505.812624678685 1096.4114713667013
887.3730117277883 499.5608444582956
1203.85700715619 116.12883326825438
386.4436067983143 601.7608981679044
605.8336894630362 280.1836360745956
999.6716059627222 788.5164496505026
1000.7148997407874 786.805466994407
407.035355510175 602.7564579996558
801.4942882423827 202.712211365831
1188.5683631552301 105.33291213411418
807.4670536484792 193.25163868568424
417.37600526645366 602.3791986030174
590.2849354643337 297.18934366363015
1494.182720761559 1090.5672654540194
601.711652318936 301.3588334900396
99.90468856705414 688.1002564572765
1186.4117373521021 99.91700971122094
895.3516309966489 482.7351942874697
395.3613319998472 589.8303233499233
1498.4876877248028 1104.6299276819564
1206.8806303232095 105.51872979392587
1001.2481936900739 802.1108198611612
1195.236252142761 106.78554493164143
1304.2510838418293 1189.896361629685
694.2580473031074 1299.2787121912545
1305.5117774975377 1184.965010888073
99.07100457904215 689.9271888939971
1491.0582734994896 1096.054103713158
403.22252451982973 583.744360005659
393.6483202359136 612.7977762936961
1220.892971836163 93.17134259167668
699.140851939392 1298.4259701361714
1295.2364432155216 1189.7081229610867
887.2821140115299 496.92050598139457
810.074310444037 192.88394946724893
801.0244243457462 195.0939354191988
1295.1125080928255 1203.7601486377682
1209.9004639822813 99.01972340808423
595.6799736572907 296.9648686575361
105.3916971762931 694.110409282198
1003.6520198032346 813.7300255739034
1210.5014017473757 106.02170150964675
604.7321884429665 297.4332396475364
1111.5292273820091 1515.25956498967
102.55678385265932 697.8545003355852
106.25262151049631 686.2650733707289
1105.6740061098862 1496.8695368268864
385.65187914202227 608.9336839883043
1295.9475883298244 1207.1634345110378
889.8272880385537 511.70075129239945
989.2366364233404 793.1110676842212
1501.5873164985517 1113.6533330618058
1101.3322246969703 1503.0961921676767
789.7822613347865 199.98238684652682
708.624281938574 1302.53627448013
707.469665963822 1305.60681083778
1497.647015692336 1113.7422281426798
991.8651531004614 810.0895789273624
1085.2552136005581 1498.1540903726054
93.60209640138419 707.3408569260741
1319.7025439864804 1195.1941282936618
799.9994252037285 190.0288554164836
693.9375428514176 1284.6870948248109
702.5971261374938 1304.6917587759442
107.97049139776047 714.6907822604801
1503.1104232212901 1104.7012238072327
102.83971163220603 687.6750484305611
1300.9624259066768 1190.8132937752218
800.2546969817924 177.50545068834617
996.2304419713323 797.6059410293268
612.6751722109803 289.17360850903145
1097.2308149093894 1499.454809631576
602.5398516491588 290.66155421692645
413.72890774506163 597.0243823587097
597.524553061114 304.41827689317563
1191.758964632456 98.44097403995396
388.38321448131956 607.6141079868136
618.2342683466946 310.7229634628796
687.1157551075374 1300.1966724054082
709.1285033798171 1324.5713287174744
1103.8969178663476 1512.991818999699
1200.0334897527048 78.7613944430338
693.726005391887 1313.835729105149
1491.1558300617378 1107.4172469188877
992.0080057118648 788.3226259523608
794.0773390224036 196.4485217592005
